DAY;COUNTRY;CURRENCY;ORDERCHANNEL;ORDERTYPE;ORDER;TOTAL PRICE;RATES;EUR
13/09/2024;MX;MXN;CSC;ZTA;55;35575.90;0.05;1668.51
13/09/2024;MX;MXN;DIRECTRETAIL;ZKL;4;0.00;0.05;0.00
13/09/2024;MX;MXN;DIRECTRETAIL;ZTA;310;218252.54;0.05;10236.04
13/09/2024;MX;MXN;INDIRECTRETAIL;ZBC;74;48661.70;0.05;2282.23
13/09/2024;MX;MXN;INDIRECTRETAILSR;ZDE;3;2397.00;0.05;112.42
13/09/2024;MX;MXN;WEBSITE;ZL3;3;2337.00;0.05;109.61
13/09/2024;MX;MXN;WEBSITE;ZLD;7;140.00;0.05;6.57
13/09/2024;MX;MXN;WEBSITE;ZTA;48;40903.10;0.05;1918.36
13/09/2024;PH;PHP;CEF;ZKL;2;0.00;0.02;0.00
13/09/2024;PH;PHP;CEF;ZTA;291;196780.00;0.02;3217.35
13/09/2024;PH;PHP;DIRECTRETAIL;ZKL;1;0.00;0.02;0.00
13/09/2024;PH;PHP;DIRECTRETAIL;ZTA;895;1272068.00;0.02;20798.31
13/09/2024;PH;PHP;INDIRECTRETAILSR;ZDE;29;49010.00;0.02;801.31
13/09/2024;PH;PHP;WEBSITE;ZTA;190;401180.00;0.02;6559.29
13/09/2024;SK;EUR;CEF;ZBC;154;5098.60;1.00;5098.60
13/09/2024;SK;EUR;CEF;ZTA;43;1240.80;1.00;1240.80
13/09/2024;SK;EUR;CSC;ZKL;3;0.00;1.00;0.00
13/09/2024;SK;EUR;CSC;ZTA;92;3146.55;1.00;3146.55
13/09/2024;SK;EUR;DIRECTRETAIL;ZKL;136;0.00;1.00;0.00
13/09/2024;SK;EUR;DIRECTRETAIL;ZTA;1858;81878.58;1.00;81878.58
13/09/2024;SK;EUR;INDIRECTRETAIL;ZBC;129;3411.50;1.00;3411.50
13/09/2024;SK;EUR;WEBSITE;ZL2;1;34.90;1.00;34.90
13/09/2024;SK;EUR;WEBSITE;ZLD;4;55.60;1.00;55.60
13/09/2024;SK;EUR;WEBSITE;ZTA;266;14974.90;1.00;14974.90
13/09/2024;TN;TND;CEF;ZKL;1;0.00;0.30;0.00
13/09/2024;TN;TND;CEF;ZTA;94;12858.00;0.30;3870.26
13/09/2024;TN;TND;CSC;ZTA;4;349.00;0.30;105.05
13/09/2024;TN;TND;DIRECTRETAIL;ZKL;5;0.00;0.30;0.00
13/09/2024;TN;TND;DIRECTRETAIL;ZTA;117;17331.00;0.30;5216.63
13/09/2024;TN;TND;WEBSITE;ZTA;2;420.00;0.30;126.42
14/09/2024;AE;AED;CSC;ZKL;1;0.00;0.26;0.00
14/09/2024;AE;AED;CSC;ZTA;2;1240.00;0.26;322.40
14/09/2024;AE;AED;DIRECTRETAIL;ZKL;5;0.00;0.26;0.00
14/09/2024;AE;AED;DIRECTRETAIL;ZTA;200;60265.00;0.26;15668.90
14/09/2024;AE;AED;INDIRECTRETAIL;ZBC;11;1830.00;0.26;475.80
14/09/2024;AE;AED;WEBSITE;ZTA;30;8870.00;0.26;2306.20
14/09/2024;AZ;AZN;CEF;ZKL;1;0.00;0.56;0.00
14/09/2024;AZ;AZN;CEF;ZTA;180;21747.80;0.56;12178.77
14/09/2024;CR;CRC;CEF;ZTA;3;113600.00;0.00;215.84
14/09/2024;CR;CRC;WEBSITE;ZTA;1;40800.00;0.00;77.52
14/09/2024;CZ;CZK;CEF;ZTA;29;16609.00;0.04;657.72
14/09/2024;CZ;CZK;CSC;ZTA;1;790.00;0.04;31.28
14/09/2024;CZ;CZK;DIRECTRETAIL;ZKL;192;0.00;0.04;0.00
14/09/2024;CZ;CZK;DIRECTRETAIL;ZTA;4600;4637571.00;0.04;183647.81
14/09/2024;CZ;CZK;INDIRECTRETAIL;ZBC;29;11281.00;0.04;446.73
14/09/2024;CZ;CZK;WEBSITE;ZKL;3;0.00;0.04;0.00
14/09/2024;CZ;CZK;WEBSITE;ZL2;1;1690.00;0.04;66.92
14/09/2024;CZ;CZK;WEBSITE;ZTA;424;904399.00;0.04;35814.20
14/09/2024;CZ;CZK;WEBSITE;ZUP;1;990.00;0.04;39.20
14/09/2024;DE;EUR;ATHOME;ZFG;130;0.00;1.00;0.00
14/09/2024;DE;EUR;CEF;ZTA;573;13332.10;1.00;13332.10
14/09/2024;DE;EUR;CSC;ZKL;19;0.00;1.00;0.00
14/09/2024;DE;EUR;CSC;ZL2;1;49.00;1.00;49.00
14/09/2024;DE;EUR;CSC;ZLD;3;0.00;1.00;0.00
14/09/2024;DE;EUR;CSC;ZTA;27;201.00;1.00;201.00
14/09/2024;DE;EUR;DIRECTRETAIL;ZKL;33;0.00;1.00;0.00
14/09/2024;DE;EUR;DIRECTRETAIL;ZLD;9;0.00;1.00;0.00
14/09/2024;DE;EUR;DIRECTRETAIL;ZTA;1819;54709.84;1.00;54709.84
14/09/2024;DE;EUR;INDIRECTRETAILSR;ZDE;825;29275.00;1.00;29275.00
14/09/2024;DE;EUR;INDIRECTRETAILSR;ZFG;765;0.00;1.00;0.00
14/09/2024;DE;EUR;INTERNATIONALMARKETPLACE;ZTA;2;158.00;1.00;158.00
14/09/2024;DE;EUR;WEBSITE;ZKL;15;0.00;1.00;0.00
14/09/2024;DE;EUR;WEBSITE;ZL2;176;7464.00;1.00;7464.00
14/09/2024;DE;EUR;WEBSITE;ZL3;17;593.00;1.00;593.00
14/09/2024;DE;EUR;WEBSITE;ZLD;353;0.00;1.00;0.00
14/09/2024;DE;EUR;WEBSITE;ZTA;748;60295.67;1.00;60295.67
14/09/2024;EG;EGP;CEF;ZTA;87;3508.40;0.02;65.96
14/09/2024;EG;EGP;CSC;ZKL;5;0.00;0.02;0.00
14/09/2024;EG;EGP;CSC;ZTA;86;139459.91;0.02;2621.85
14/09/2024;EG;EGP;DIRECTRETAIL;ZKL;78;0.00;0.02;0.00
14/09/2024;EG;EGP;DIRECTRETAIL;ZTA;637;567552.69;0.02;10669.99
14/09/2024;EG;EGP;INDIRECTRETAILSR;ZDE;20;22036.00;0.02;414.28
14/09/2024;EG;EGP;WEBSITE;ZKL;3;0.00;0.02;0.00
14/09/2024;EG;EGP;WEBSITE;ZTA;180;323570.00;0.02;6083.12
14/09/2024;FR;EUR;CSC;ZKL;5;0.00;1.00;0.00
14/09/2024;FR;EUR;CSC;ZTA;2;50.00;1.00;50.00
14/09/2024;FR;EUR;WEBSITE;ZKL;3;0.00;1.00;0.00
14/09/2024;FR;EUR;WEBSITE;ZL2;1;38.00;1.00;38.00
14/09/2024;FR;EUR;WEBSITE;ZLD;5;5.00;1.00;5.00
14/09/2024;FR;EUR;WEBSITE;ZTA;36;1869.58;1.00;1869.58
14/09/2024;GB;GBP;CSC;ZKL;7;0.00;1.21;0.00
14/09/2024;GB;GBP;CSC;ZTA;9;378.72;1.21;458.25
14/09/2024;GB;GBP;CSC;ZUP;1;19.00;1.21;22.99
14/09/2024;GB;GBP;DIRECTRETAIL;ZKL;2;0.00;1.21;0.00
14/09/2024;GB;GBP;DIRECTRETAIL;ZTA;99;5643.99;1.21;6829.23
14/09/2024;GB;GBP;DIRECTRETAIL;ZUP;2;58.00;1.21;70.18
14/09/2024;GB;GBP;INDIRECTRETAILSR;ZDE;99;2971.00;1.21;3594.91
14/09/2024;GB;GBP;INTERNATIONALMARKETPLACE;ZTA;9;321.00;1.21;388.41
14/09/2024;GB;GBP;WEBSITE;ZKL;4;0.00;1.21;0.00
14/09/2024;GB;GBP;WEBSITE;ZL2;29;821.00;1.21;993.41
14/09/2024;GB;GBP;WEBSITE;ZL3;3;117.00;1.21;141.57
14/09/2024;GB;GBP;WEBSITE;ZLD;53;530.00;1.21;641.30
14/09/2024;GB;GBP;WEBSITE;ZTA;826;82330.42;1.21;99619.81
14/09/2024;ID;IDR;CEF;ZKL;2;0.00;0.00;0.00
14/09/2024;ID;IDR;CEF;ZTA;1607;306152020.00;0.00;18369.12
14/09/2024;ID;IDR;CSC;ZKL;2;0.00;0.00;0.00
14/09/2024;ID;IDR;CSC;ZTA;19;6066000.00;0.00;363.96
14/09/2024;ID;IDR;DIRECTRETAIL;ZKL;5;0.00;0.00;0.00
14/09/2024;ID;IDR;DIRECTRETAIL;ZTA;2272;658640000.00;0.00;39518.40
14/09/2024;ID;IDR;WEBSITE;ZKL;3;0.00;0.00;0.00
14/09/2024;ID;IDR;WEBSITE;ZTA;145;63634000.00;0.00;3818.04
14/09/2024;KG;KGS;CEF;ZTA;64;244239.00;0.01;2686.63
14/09/2024;MA;MAD;CEF;ZTA;30;9154.98;0.10;869.72
14/09/2024;MA;MAD;DIRECTRETAIL;ZKL;1;0.00;0.10;0.00
14/09/2024;MA;MAD;DIRECTRETAIL;ZTA;32;11850.00;0.10;1125.75
14/09/2024;MV;MVR;DIRECTRETAIL;ZKL;1;0.00;0.06;0.00
14/09/2024;MV;MVR;DIRECTRETAIL;ZTA;11;17800.00;0.06;1085.80
14/09/2024;MX;MXN;CEF;ZTA;275;176375.90;0.05;8272.03
14/09/2024;MX;MXN;CSC;ZKL;3;0.00;0.05;0.00
14/09/2024;MX;MXN;CSC;ZL2;5;3346.25;0.05;156.94
14/09/2024;MX;MXN;CSC;ZLD;4;80.00;0.05;3.75
14/09/2024;MX;MXN;CSC;ZTA;23;15295.40;0.05;717.35
14/09/2024;MX;MXN;DIRECTRETAIL;ZKL;6;0.00;0.05;0.00
14/09/2024;MX;MXN;DIRECTRETAIL;ZTA;301;221654.25;0.05;10395.58
14/09/2024;MX;MXN;INDIRECTRETAIL;ZBC;87;59407.20;0.05;2786.20
14/09/2024;MX;MXN;WEBSITE;ZKL;2;0.00;0.05;0.00
14/09/2024;MX;MXN;WEBSITE;ZL2;3;2437.25;0.05;114.31
14/09/2024;MX;MXN;WEBSITE;ZL3;4;4316.00;0.05;202.42
14/09/2024;MX;MXN;WEBSITE;ZLD;15;300.00;0.05;14.07
14/09/2024;MX;MXN;WEBSITE;ZTA;26;22088.75;0.05;1035.96
14/09/2024;PH;PHP;CEF;ZTA;312;258630.00;0.02;4228.60
14/09/2024;PH;PHP;DIRECTRETAIL;ZKL;4;0.00;0.02;0.00
14/09/2024;PH;PHP;DIRECTRETAIL;ZTA;1027;1539259.00;0.02;25166.88
14/09/2024;PH;PHP;INDIRECTRETAILSR;ZDE;26;43940.00;0.02;718.42
14/09/2024;PH;PHP;WEBSITE;ZTA;170;380841.00;0.02;6226.75
14/09/2024;SK;EUR;CEF;ZBC;133;4567.70;1.00;4567.70
14/09/2024;SK;EUR;CEF;ZTA;60;1600.80;1.00;1600.80
14/09/2024;SK;EUR;DIRECTRETAIL;ZKL;122;0.00;1.00;0.00
14/09/2024;SK;EUR;DIRECTRETAIL;ZTA;1842;82204.02;1.00;82204.02
14/09/2024;SK;EUR;INDIRECTRETAIL;ZBC;51;1254.70;1.00;1254.70
14/09/2024;SK;EUR;WEBSITE;ZLD;2;34.00;1.00;34.00
14/09/2024;SK;EUR;WEBSITE;ZTA;132;8827.30;1.00;8827.30
14/09/2024;TN;TND;CEF;ZTA;79;11277.00;0.30;3394.38
14/09/2024;TN;TND;CSC;ZTA;16;1018.00;0.30;306.42
14/09/2024;TN;TND;DIRECTRETAIL;ZKL;6;0.00;0.30;0.00
14/09/2024;TN;TND;DIRECTRETAIL;ZTA;120;15298.00;0.30;4604.70
14/09/2024;TN;TND;WEBSITE;ZTA;1;370.00;0.30;111.37
15/09/2024;AE;AED;CSC;ZKL;1;0.00;0.26;0.00
15/09/2024;AE;AED;DIRECTRETAIL;ZKL;3;0.00;0.26;0.00
15/09/2024;AE;AED;DIRECTRETAIL;ZTA;185;43915.00;0.26;11417.90
15/09/2024;AE;AED;INDIRECTRETAIL;ZBC;8;1340.00;0.26;348.40
15/09/2024;AE;AED;WEBSITE;ZTA;34;11230.00;0.26;2919.80
15/09/2024;AZ;AZN;CEF;ZKL;1;0.00;0.56;0.00
15/09/2024;AZ;AZN;CEF;ZTA;163;20550.40;0.56;11508.22
15/09/2024;CR;CRC;WEBSITE;ZTA;1;21600.00;0.00;41.04
15/09/2024;CZ;CZK;CEF;ZTA;33;18368.00;0.04;727.37
15/09/2024;CZ;CZK;CSC;ZKL;1;0.00;0.04;0.00
15/09/2024;CZ;CZK;DIRECTRETAIL;ZKL;227;0.00;0.04;0.00
15/09/2024;CZ;CZK;DIRECTRETAIL;ZTA;3444;3350109.00;0.04;132664.32
15/09/2024;CZ;CZK;INDIRECTRETAIL;ZBC;26;10114.00;0.04;400.51
15/09/2024;CZ;CZK;WEBSITE;ZKL;8;0.00;0.04;0.00
15/09/2024;CZ;CZK;WEBSITE;ZLD;3;1170.00;0.04;46.33
15/09/2024;CZ;CZK;WEBSITE;ZTA;568;1251910.00;0.04;49575.64
15/09/2024;DE;EUR;ATHOME;ZFG;60;0.00;1.00;0.00
15/09/2024;DE;EUR;CEF;ZTA;231;7763.40;1.00;7763.40
15/09/2024;DE;EUR;INDIRECTRETAILSR;ZDE;325;11025.00;1.00;11025.00
15/09/2024;DE;EUR;INDIRECTRETAILSR;ZFG;309;0.00;1.00;0.00
15/09/2024;DE;EUR;INTERNATIONALMARKETPLACE;ZTA;2;158.00;1.00;158.00
15/09/2024;DE;EUR;WEBSITE;ZKL;18;0.00;1.00;0.00
15/09/2024;DE;EUR;WEBSITE;ZL2;110;4650.00;1.00;4650.00
15/09/2024;DE;EUR;WEBSITE;ZL3;3;147.00;1.00;147.00
15/09/2024;DE;EUR;WEBSITE;ZLD;443;0.00;1.00;0.00
15/09/2024;DE;EUR;WEBSITE;ZTA;939;75442.58;1.00;75442.58
15/09/2024;EG;EGP;CEF;ZTA;125;1012.40;0.02;19.03
15/09/2024;EG;EGP;CSC;ZKL;9;0.00;0.02;0.00
15/09/2024;EG;EGP;CSC;ZTA;88;159669.86;0.02;3001.79
15/09/2024;EG;EGP;DIRECTRETAIL;ZKL;88;0.00;0.02;0.00
15/09/2024;EG;EGP;DIRECTRETAIL;ZTA;659;613298.97;0.02;11530.02
15/09/2024;EG;EGP;INDIRECTRETAILSR;ZDE;44;50140.00;0.02;942.63
15/09/2024;EG;EGP;WEBSITE;ZKL;12;0.00;0.02;0.00
15/09/2024;EG;EGP;WEBSITE;ZTA;278;547480.00;0.02;10292.62
15/09/2024;FR;EUR;WEBSITE;ZLD;6;6.00;1.00;6.00
15/09/2024;FR;EUR;WEBSITE;ZTA;49;2806.49;1.00;2806.49
15/09/2024;GB;GBP;CSC;ZKL;6;0.00;1.21;0.00
15/09/2024;GB;GBP;CSC;ZL2;1;19.00;1.21;22.99
15/09/2024;GB;GBP;CSC;ZTA;6;91.80;1.21;111.08
15/09/2024;GB;GBP;DIRECTRETAIL;ZTA;72;4759.59;1.21;5759.10
15/09/2024;GB;GBP;INDIRECTRETAILSR;ZDE;73;2197.00;1.21;2658.37
15/09/2024;GB;GBP;INTERNATIONALMARKETPLACE;ZTA;14;546.00;1.21;660.66
15/09/2024;GB;GBP;WEBSITE;ZKL;3;0.00;1.21;0.00
15/09/2024;GB;GBP;WEBSITE;ZL2;27;753.00;1.21;911.13
15/09/2024;GB;GBP;WEBSITE;ZL3;2;78.00;1.21;94.38
15/09/2024;GB;GBP;WEBSITE;ZLD;43;430.00;1.21;520.30
15/09/2024;GB;GBP;WEBSITE;ZTA;990;110237.23;1.21;133387.05
15/09/2024;GB;GBP;WEBSITE;ZUP;3;87.00;1.21;105.27
15/09/2024;ID;IDR;CEF;ZKL;1;0.00;0.00;0.00
15/09/2024;ID;IDR;CEF;ZTA;1688;418501007.00;0.00;25110.06
15/09/2024;ID;IDR;CSC;ZKL;2;0.00;0.00;0.00
15/09/2024;ID;IDR;CSC;ZTA;12;3853000.00;0.00;231.18
15/09/2024;ID;IDR;DIRECTRETAIL;ZKL;5;0.00;0.00;0.00
15/09/2024;ID;IDR;DIRECTRETAIL;ZTA;2560;760483000.00;0.00;45628.98
15/09/2024;ID;IDR;WEBSITE;ZKL;8;0.00;0.00;0.00
15/09/2024;ID;IDR;WEBSITE;ZTA;104;39584000.00;0.00;2375.04
15/09/2024;KG;KGS;CEF;ZTA;51;224400.00;0.01;2468.40
15/09/2024;MA;MAD;CEF;ZTA;6;2949.96;0.10;280.25
15/09/2024;MA;MAD;DIRECTRETAIL;ZTA;18;5240.00;0.10;497.80
15/09/2024;MX;MXN;CEF;ZTA;143;97473.40;0.05;4571.50
15/09/2024;MX;MXN;CSC;ZKL;1;0.00;0.05;0.00
15/09/2024;MX;MXN;CSC;ZL2;1;804.25;0.05;37.72
15/09/2024;MX;MXN;CSC;ZTA;3;2727.75;0.05;127.93
15/09/2024;MX;MXN;DIRECTRETAIL;ZKL;5;0.00;0.05;0.00
15/09/2024;MX;MXN;DIRECTRETAIL;ZTA;297;239242.55;0.05;11220.48
15/09/2024;MX;MXN;INDIRECTRETAIL;ZBC;80;56432.20;0.05;2646.67
15/09/2024;MX;MXN;INDIRECTRETAILSR;ZDE;1;1099.00;0.05;51.54
15/09/2024;MX;MXN;WEBSITE;ZL2;2;1858.00;0.05;87.14
15/09/2024;MX;MXN;WEBSITE;ZL3;7;6653.00;0.05;312.03
15/09/2024;MX;MXN;WEBSITE;ZLD;7;140.00;0.05;6.57
15/09/2024;MX;MXN;WEBSITE;ZTA;20;18517.65;0.05;868.48
15/09/2024;PH;PHP;CEF;ZTA;72;94330.00;0.02;1542.30
15/09/2024;PH;PHP;DIRECTRETAIL;ZKL;9;0.00;0.02;0.00
15/09/2024;PH;PHP;DIRECTRETAIL;ZTA;1055;1713258.00;0.02;28011.77
15/09/2024;PH;PHP;INDIRECTRETAILSR;ZDE;39;65910.00;0.02;1077.63
15/09/2024;PH;PHP;WEBSITE;ZTA;161;332283.00;0.02;5432.83
15/09/2024;SK;EUR;CEF;ZTA;54;1436.00;1.00;1436.00
15/09/2024;SK;EUR;WEBSITE;ZKL;1;0.00;1.00;0.00
15/09/2024;SK;EUR;WEBSITE;ZLD;2;27.40;1.00;27.40
15/09/2024;SK;EUR;WEBSITE;ZTA;229;14315.25;1.00;14315.25
15/09/2024;TN;TND;CEF;ZTA;14;2502.00;0.30;753.10
15/09/2024;TN;TND;DIRECTRETAIL;ZKL;4;0.00;0.30;0.00
15/09/2024;TN;TND;DIRECTRETAIL;ZTA;114;15691.00;0.30;4722.99
15/09/2024;TN;TND;WEBSITE;ZTA;1;250.00;0.30;75.25
16/09/2024;AE;AED;CSC;ZKL;3;0.00;0.26;0.00
16/09/2024;AE;AED;CSC;ZTA;4;890.00;0.26;231.40
16/09/2024;AE;AED;DIRECTRETAIL;ZKL;4;0.00;0.26;0.00
16/09/2024;AE;AED;DIRECTRETAIL;ZTA;142;40615.00;0.26;10559.90
16/09/2024;AE;AED;INDIRECTRETAIL;ZBC;8;1700.00;0.26;442.00
16/09/2024;AE;AED;WEBSITE;ZTA;54;20565.00;0.26;5346.90
16/09/2024;AZ;AZN;CEF;ZKL;2;0.00;0.56;0.00
16/09/2024;AZ;AZN;CEF;ZTA;132;17863.20;0.56;10003.39
16/09/2024;CR;CRC;CEF;ZTA;21;642180.00;0.00;1220.14
16/09/2024;CR;CRC;CSC;ZTA;19;703200.00;0.00;1336.08
16/09/2024;CR;CRC;WEBSITE;ZKL;1;0.00;0.00;0.00
16/09/2024;CR;CRC;WEBSITE;ZTA;5;174800.00;0.00;332.12
16/09/2024;CZ;CZK;CEF;ZTA;120;40377.00;0.04;1598.93
16/09/2024;CZ;CZK;CSC;ZKL;6;0.00;0.04;0.00
16/09/2024;CZ;CZK;CSC;ZTA;176;180778.00;0.04;7158.81
16/09/2024;CZ;CZK;DIRECTRETAIL;ZKL;280;0.00;0.04;0.00
16/09/2024;CZ;CZK;DIRECTRETAIL;ZTA;5110;5286821.00;0.04;209358.11
16/09/2024;CZ;CZK;INDIRECTRETAIL;ZBC;34;13326.00;0.04;527.71
16/09/2024;CZ;CZK;WEBSITE;ZKL;8;0.00;0.04;0.00
16/09/2024;CZ;CZK;WEBSITE;ZL2;2;1500.00;0.04;59.40
16/09/2024;CZ;CZK;WEBSITE;ZLD;3;1170.00;0.04;46.33
16/09/2024;CZ;CZK;WEBSITE;ZTA;1168;2336934.00;0.04;92542.59
16/09/2024;DE;EUR;ATHOME;ZFG;204;0.00;1.00;0.00
16/09/2024;DE;EUR;CEF;ZTA;14;388.60;1.00;388.60
16/09/2024;DE;EUR;CSC;ZKL;33;0.00;1.00;0.00
16/09/2024;DE;EUR;CSC;ZL2;1;49.00;1.00;49.00
16/09/2024;DE;EUR;CSC;ZLD;1;0.00;1.00;0.00
16/09/2024;DE;EUR;CSC;ZRS;2;0.00;1.00;0.00
16/09/2024;DE;EUR;CSC;ZTA;201;424.90;1.00;424.90
16/09/2024;DE;EUR;DIRECTRETAIL;ZKL;19;0.00;1.00;0.00
16/09/2024;DE;EUR;DIRECTRETAIL;ZLD;8;0.00;1.00;0.00
16/09/2024;DE;EUR;DIRECTRETAIL;ZTA;1003;32685.30;1.00;32685.30
16/09/2024;DE;EUR;INDIRECTRETAILSR;ZDE;552;20666.00;1.00;20666.00
16/09/2024;DE;EUR;INDIRECTRETAILSR;ZFG;465;0.00;1.00;0.00
16/09/2024;DE;EUR;INTERNATIONALMARKETPLACE;ZTA;4;316.00;1.00;316.00
16/09/2024;DE;EUR;WEBSITE;ZKL;28;0.00;1.00;0.00
16/09/2024;DE;EUR;WEBSITE;ZL2;123;5217.00;1.00;5217.00
16/09/2024;DE;EUR;WEBSITE;ZL3;11;449.00;1.00;449.00
16/09/2024;DE;EUR;WEBSITE;ZLD;377;0.00;1.00;0.00
16/09/2024;DE;EUR;WEBSITE;ZTA;1133;101664.96;1.00;101664.96
16/09/2024;EG;EGP;CSC;ZKL;7;0.00;0.02;0.00
16/09/2024;EG;EGP;CSC;ZTA;87;127699.94;0.02;2400.76
16/09/2024;EG;EGP;DIRECTRETAIL;ZKL;74;0.00;0.02;0.00
16/09/2024;EG;EGP;DIRECTRETAIL;ZTA;598;623086.65;0.02;11714.03
16/09/2024;EG;EGP;INDIRECTRETAILSR;ZDE;37;39676.00;0.02;745.91
16/09/2024;EG;EGP;WEBSITE;ZKL;7;0.00;0.02;0.00
16/09/2024;EG;EGP;WEBSITE;ZTA;325;561578.00;0.02;10557.67
16/09/2024;FR;EUR;CSC;ZKL;18;0.00;1.00;0.00
16/09/2024;FR;EUR;CSC;ZTA;4;115.00;1.00;115.00
16/09/2024;FR;EUR;WEBSITE;ZKL;4;0.00;1.00;0.00
16/09/2024;FR;EUR;WEBSITE;ZL2;3;114.00;1.00;114.00
16/09/2024;FR;EUR;WEBSITE;ZLD;5;5.00;1.00;5.00
16/09/2024;FR;EUR;WEBSITE;ZTA;72;4173.60;1.00;4173.60
16/09/2024;GB;GBP;CSC;ZKL;15;0.00;1.21;0.00
16/09/2024;GB;GBP;CSC;ZLD;1;10.00;1.21;12.10
16/09/2024;GB;GBP;CSC;ZRS;5;0.00;1.21;0.00
16/09/2024;GB;GBP;CSC;ZTA;29;1303.45;1.21;1577.17
16/09/2024;GB;GBP;CSC;ZUP;1;29.00;1.21;35.09
16/09/2024;GB;GBP;DIRECTRETAIL;ZKL;1;0.00;1.21;0.00
16/09/2024;GB;GBP;DIRECTRETAIL;ZTA;111;6491.98;1.21;7855.30
16/09/2024;GB;GBP;DIRECTRETAIL;ZUP;1;29.00;1.21;35.09
16/09/2024;GB;GBP;INDIRECTRETAIL;ZBC;3;72.03;1.21;87.16
16/09/2024;GB;GBP;INDIRECTRETAILSR;ZDE;101;3109.00;1.21;3761.89
16/09/2024;GB;GBP;INTERNATIONALMARKETPLACE;ZTA;9;321.00;1.21;388.41
16/09/2024;GB;GBP;WEBSITE;ZKL;1;0.00;1.21;0.00
16/09/2024;GB;GBP;WEBSITE;ZL2;24;586.00;1.21;709.06
16/09/2024;GB;GBP;WEBSITE;ZL3;4;156.00;1.21;188.76
16/09/2024;GB;GBP;WEBSITE;ZLD;67;670.00;1.21;810.70
16/09/2024;GB;GBP;WEBSITE;ZTA;1331;146011.58;1.21;176674.01
16/09/2024;GB;GBP;WEBSITE;ZUP;4;106.00;1.21;128.26
16/09/2024;ID;IDR;CEF;ZKL;2;0.00;0.00;0.00
16/09/2024;ID;IDR;CEF;ZTA;1129;189827010.00;0.00;11389.62
16/09/2024;ID;IDR;CSC;ZKL;1;0.00;0.00;0.00
16/09/2024;ID;IDR;CSC;ZTA;9;1306000.00;0.00;78.36
16/09/2024;ID;IDR;DIRECTRETAIL;ZKL;11;0.00;0.00;0.00
16/09/2024;ID;IDR;DIRECTRETAIL;ZTA;2172;677874000.00;0.00;40672.44
16/09/2024;ID;IDR;WEBSITE;ZKL;5;0.00;0.00;0.00
16/09/2024;ID;IDR;WEBSITE;ZTA;159;71623000.00;0.00;4297.38
16/09/2024;KG;KGS;CEF;ZTA;30;119200.00;0.01;1311.20
16/09/2024;MA;MAD;CEF;ZTA;19;6799.97;0.10;646.00
16/09/2024;MA;MAD;DIRECTRETAIL;ZTA;26;14925.00;0.10;1417.88
16/09/2024;MV;MVR;DIRECTRETAIL;ZKL;2;0.00;0.06;0.00
16/09/2024;MV;MVR;DIRECTRETAIL;ZTA;8;9890.00;0.06;603.29
16/09/2024;MX;MXN;CEF;ZTA;43;24790.70;0.05;1162.68
16/09/2024;MX;MXN;CSC;ZKL;3;0.00;0.05;0.00
16/09/2024;MX;MXN;CSC;ZL2;2;1158.50;0.05;54.33
16/09/2024;MX;MXN;CSC;ZTA;1;599.25;0.05;28.10
16/09/2024;MX;MXN;DIRECTRETAIL;ZKL;3;0.00;0.05;0.00
16/09/2024;MX;MXN;DIRECTRETAIL;ZTA;190;134976.60;0.05;6330.40
16/09/2024;MX;MXN;INDIRECTRETAIL;ZBC;49;34642.45;0.05;1624.73
16/09/2024;MX;MXN;WEBSITE;ZLD;11;220.00;0.05;10.32
16/09/2024;MX;MXN;WEBSITE;ZTA;28;25318.38;0.05;1187.43
16/09/2024;PH;PHP;CEF;ZKL;3;0.00;0.02;0.00
16/09/2024;PH;PHP;CEF;ZTA;316;172580.00;0.02;2821.68
16/09/2024;PH;PHP;DIRECTRETAIL;ZKL;7;0.00;0.02;0.00
16/09/2024;PH;PHP;DIRECTRETAIL;ZTA;792;1048489.00;0.02;17142.80
16/09/2024;PH;PHP;INDIRECTRETAILSR;ZDE;21;35290.00;0.02;576.99
16/09/2024;PH;PHP;WEBSITE;ZTA;223;485310.00;0.02;7934.82
16/09/2024;SK;EUR;CEF;ZBC;5;164.50;1.00;164.50
16/09/2024;SK;EUR;CEF;ZTA;48;1376.10;1.00;1376.10
16/09/2024;SK;EUR;CSC;ZKL;1;0.00;1.00;0.00
16/09/2024;SK;EUR;CSC;ZTA;128;3757.05;1.00;3757.05
16/09/2024;SK;EUR;DIRECTRETAIL;ZKL;149;0.00;1.00;0.00
16/09/2024;SK;EUR;DIRECTRETAIL;ZTA;1638;65752.41;1.00;65752.41
16/09/2024;SK;EUR;INDIRECTRETAIL;ZBC;40;1071.40;1.00;1071.40
16/09/2024;SK;EUR;WEBSITE;ZKL;8;0.00;1.00;0.00
16/09/2024;SK;EUR;WEBSITE;ZL2;2;49.80;1.00;49.80
16/09/2024;SK;EUR;WEBSITE;ZLD;4;58.50;1.00;58.50
16/09/2024;SK;EUR;WEBSITE;ZTA;432;30457.06;1.00;30457.06
16/09/2024;TN;TND;CEF;ZTA;84;12018.00;0.30;3617.42
16/09/2024;TN;TND;CSC;ZTA;25;1839.00;0.30;553.54
16/09/2024;TN;TND;DIRECTRETAIL;ZKL;8;0.00;0.30;0.00
16/09/2024;TN;TND;DIRECTRETAIL;ZTA;87;11202.00;0.30;3371.80
17/09/2024;AE;AED;CSC;ZKL;2;0.00;0.26;0.00
